WBIC
200
310
320
330
340
350
360
370
380
390
400
6100
7100
8000
8300
8600
8900
9400
9700
9800
10000
10300
10500
11500
11700
11900
12050
12070
12330
12370
13050
14400
15500
16600
18600
19900
22100
25100
25300
25600
27500
28100
28300
29000
29700
30300
32500
35720
35730
36200
36700
37800
37900
38200
38500
38700
39700
40900
42200
42400
42800
43300
43700
43900
44600
45000
45100
45200
46000
46600
46700
46750
46800
53300
54400
56200
56600
58000
58900
59300
60500
60800
61200
63700
64000
64200
66800
67100
67200
67400
68100
68300
68600
77300
77500
77600
79800
81200
82900
84600
85400
87300
87900
93100
93300
93500
94200
94300
94700
95700
97700
98600
100000
101300
101700
102000
102600
102800
102900
103300
103400
103600
103900
104000
104200
104300
104600
104700
104800
105200
105600
105800
106500
106600
106800
106900
107400
107500
107700
107900
108000
108200
114400
117000
117100
117400
117500
117600
117800
129800
131100
138000
139300
139500
139900
141400
146100
146500
147600
148100
149000
149800
150900
151500
152200
152700
155300
155570
157300
158600
158700
159900
160600
161100
161600
161900
162500
163400
163970
164300
165700
166700
167000
168000
168300
168400
168800
171000
173300
173500
175700
177500
178000
178700
179100
179800
180000
180300
181400
181500
181700
181900
182000
182100
182200
182300
182400
182900
183000
184000
184100
184200
184300
186400
186700
187300
187400
187500
187700
188700
189400
189500
189600
189800
190100
190200
190500
190900
191100
191400
191900
192300
192400
192500
192900
193100
193800
194000
195000
195100
195400
195900
196100
196700
196900
197300
197700
198000
198100
198800
198900
199700
200100
200300
240800
240900
241100
242800
244800
245600
245650
245800
246500
246900
247700
248300
250000
251600
253800
254900
255000
255300
256100
257300
257700
258600
258700
259600
261100
261200
262300
262400
262600
262700
262800
262900
263900
264100
264200
264300
264500
264700
264800
264900
265000
265100
265200
265300
265400
265500
265600
265700
267200
267800
270200
270700
271100
272000
272900
273200
273800
276500
276700
276900
277600
277800
278100
278600
278800
279300
279400
279700
280400
281900
282800
283600
283800
284300
285300
287200
289400
293300
294500
294900
296100
296300
297100
299000
299100
299200
299300
300900
301600
302300
303600
304600
305500
306600
310100
310500
312600
315000
315600
322500
322800
323700
323800
324000
325300
325400
326400
327800
328100
329600
329900
336400
337600
339600
339800
345100
348700
349600
350200
353200
362500
365500
371900
373500
375900
376600
376900
377900
378400
378900
379100
379300
384400
384500
384700
387200
388100
388500
389300
389700
390600
391400
392100
394400
395900
396500
396700
397100
398600
399200
406400
406900
408000
414900
415000
417300
417400
417700
417900
418000
418300
418700
419600
420400
420600
421200
421600
421800
422900
423400
423700
424200
424700
425300
425600
426100
426200
426400
426700
427300
427500
427900
428100
439500
439800
440100
443500
446600
446700
447000
447100
448200
449300
451000
454200
455300
455400
456765
458700
459900
461300
462000
462300
462520
464700
465000
465600
466400
466700
466800
466900
467100
470600
470900
471200
474900
478200
479300
479700
480100
481700
486300
486400
487500
489700
489900
490000
490100
491800
493100
494200
494800
495300
496300
497000
498800
498900
499000
499200
499800
500000
500200
501200
501800
501900
502200
502300
503200
503300
504200
504300
504700
515000
515100
515800
516800
518300
519500
519700
521400
522400
523000
523100
523300
523500
524700
525900
528500
530400
530500
531300
533300
533600
533800
540600
545400
548700
549400
552100
555200
555700
556900
557100
565500
574100
581400
583700
585100
585500
585700
586100
587000
587400
587800
587900
588000
588100
588200
589400
590500
590900
591300
591600
591700
591800
592200
607500
608400
608400
608800
609200
609400
610700
613300
614200
617000
617300
617900
619800
622600
622800
627200
630100
630400
630800
632800
633800
634300
634500
635100
637800
639800
642100
643800
647300
647500
650000
650200
650500
651300
651600
652200
652500
653700
655300
659000
663800
672000
672300
672900
675100
675800
677100
677400
679300
679900
683000
691800
692400
692600
692700
692900
701900
702100
702200
702400
702500
702600
702700
702800
703000
703300
703500
704200
704400
706000
706100
716800
717400
721200
721400
724000
724100
724600
724750
727000
728100
730100
732200
732300
732600
733850
734700
735100
737900
738200
738400
739100
739400
740000
740200
740400
740550
740600
740700
740800
740900
741200
741400
741500
741600
741700
741800
741950
741980
742210
742215
742220
742230
742240
742245
742250
742275
742800
743000
743600
743800
743900
744200
746000
746300
746500
747100
747300
747900
748800
750300
750800
751100
751400
752300
753800
754400
755500
755600
755700
755800
756700
757900
758300
759000
759800
760900
761100
761300
761700
762400
762700
762900
763200
763500
763600
765800
766000
766600
767100
767400
768600
768800
769750
770500
772000
774200
774400
774500
775000
775200
775800
775900
776600
776800
777000
777500
777800
778100
778300
778400
778500
778700
779000
779200
779300
779500
779800
780300
780400
780650
781250
784350
793600
794000
794200
795100
799200
802000
802600
803400
803700
804000
804600
805000
805400
806500
807400
808300
808700
808700
809600
809800
810700
813100
815200
816000
816600
816800
818700
819800
820800
821000
822200
824400
825000
826300
826400
826800
827000
827100
827300
827500
828000
828600
830300
830700
830800
833200
835100
835800
837100
837300
838100
838300
839100
843400
848800
849400
849600
850300
850800
852400
853200
854100
854300
854900
855200
856800
857900
858300
859900
861200
861900
862200
862400
864000
865000
873900
879400
880000
881600
884700
886000
894700
894900
903700
930700
967200
967900
968100
968200
968800
969300
969600
970000
971600
972000
972100
973000
974200
975000
977100
977500
977600
978900
979000
979100
979200
979300
980900
981200
981500
982400
983500
983600
985000
985100
985300
985900
986000
986600
987100
988000
988200
988800
989200
989500
990000
990100
990700
991200
991700
992400
993300
993800
994700
994800
994900
995000
995200
995300
995900
996100
997300
997600
998400
998500
999700
1000000
1000100
1000400
1000700
1000800
1000900
1001000
1001300
1001400
1002300
1002400
1003000
1003100
1004500
1004600
1005200
1005400
1005600
1005700
1005800
1005900
1006400
1006500
1007200
1007500
1008200
1008700
1008900
1009100
1009400
1009500
1009900
1010100
1010200
1010600
1010800
1012000
1012100
1013000
1013200
1013500
1013800
1014000
1014300
1015100
1015200
1016200
1016800
1017400
1017800
1018200
1018300
1018500
1018900
1019500
1019800
1020300
1021100
1021600
1021800
1022900
1023000
1023100
1030260
1030400
1176400
1176500
1176700
1177400
1177600
1178000
1178200
1178600
1179400
1191600
1204030
1205000
1215100
1215400
1219400
1220200
1226100
1236300
1239400
1242400
1244100
1245800
1246300
1246500
1249000
1249800
1252300
1256500
1258100
1260600
1267400
1269100
1275500
1278700
1280400
1283700
1285800
1286100
1286500
1289700
1295400
1296000
1299600
1301300
1304600
1306000
1315000
1322400
1326600
1330200
1332200
1332700
1333900
1335500
1336200
1340200
1342100
1343600
1345700
1352000
1354300
1369900
1374300
1374800
1377100
1377700
1377900
1378100
1387900
1389800
1391200
1395800
1396000
1396200
1396900
1402300
1403200
1403600
1405200
1406300
1407000
1407900
1408800
1409100
1409400
1410300
1410400
1411100
1412200
1412700
1415100
1427400
1434900
1437500
1437800
1441100
1443900
1445100
1445400
1445500
1445600
1447200
1448600
1451700
1466200
1466600
1467100
1467800
1469100
1469700
1481100
1481600
1482400
1483200
1486100
1487800
1488400
1490300
1494600
1502400
1503000
1504600
1506200
1506800
1513000
1513800
1514700
1515200
1515400
1516000
1516400
1516500
1516500
1516800
1517200
1517900
1518200
1518700
1518800
1519600
1520900
1522400
1522900
1523000
1523500
1523600
1526600
1527800
1528300
1528700
1529500
1529700
1532100
1533200
1534800
1535000
1536300
1537100
1537800
1538600
1538900
1539600
1539700
1540300
1540400
1541100
1541300
1541500
1542300
1542400
1542600
1542700
1543300
1543900
1544700
1544800
1545300
1545600
1547700
1555400
1555500
1555900
1557000
1558200
1558400
1559200
1560400
1564200
1564400
1564600
1566300
1567325
1569600
1569900
1571100
1571300
1571800
1572000
1572200
1572300
1572500
1573800
1574300
1575100
1575700
1577000
1577100
1579700
1579900
1580100
1580200
1580300
1580400
1580500
1581700
1583000
1583500
1586600
1586800
1587400
1587600
1588000
1588200
1589100
1589300
1589600
1590000
1590400
1591000
1591100
1592000
1592400
1592500
1592700
1593100
1593200
1593400
1593800
